522,745,3.5,-1
1254,557,3.0,-1
4402,85,3.0,-1
2752,85,2.5,-1
2610,107,4.0,-1
5460,38,3.0,-1
2080,671,2.5,-1
211,629,5.0,-1
4631,98,3.0,-1
2409,85,2.5,-1
2070,550,4.5,-1
3140,607,3.5,-1
4171,24,3.5,-1
1909,77,4.0,-1
4854,585,3.0,-1
659,146,2.0,-1
5394,1597,4.5,-1
3520,24,5.0,-1
5148,602,4.0,-1
2814,557,2.5,-1
4943,8587,3.5,-1
1179,8587,2.0,-1
1590,453,4.0,-1
1185,280,4.0,-1
2071,9806,4.0,-1
5448,453,5.0,-1
3409,268,4.0,-1
3240,107,5.0,-1
196,243,3.5,-1
3094,604,5.0,-1
652,604,3.5,-1
2434,462,3.0,-1
5253,243,2.0,-1
4177,180,4.0,-1
4097,329,3.5,-1
5521,14,5.0,-1
5260,597,4.0,-1
636,3049,3.0,-1
5342,9802,2.0,-1
1395,121,5.0,-1
748,601,4.0,-1
4338,122,4.5,-1
1877,278,4.0,-1
4394,1572,2.5,-1
1472,1894,3.0,-1
1238,664,1.0,-1
2262,568,2.0,-1
3494,2502,4.0,-1
2221,2501,5.0,-1
1835,10020,4.0,-1
615,680,4.0,-1
1990,3049,4.0,-1
4874,752,4.0,-1
2722,187,3.5,-1
850,954,4.0,-1
1336,77,3.0,-1
4501,672,4.0,-1
4503,414,1.0,-1
3157,1892,4.5,-1
2702,672,5.0,-1
622,280,4.0,-1
968,604,2.5,-1
2538,603,4.5,-1
4659,857,4.5,-1
103,12,4.0,-1
4059,194,4.5,-1
1500,8587,4.0,-1
2979,275,5.0,-1
3894,1891,4.0,-1
83,664,2.0,-1
3493,107,5.0,-1
930,274,3.0,-1
3350,854,3.5,-1
2357,2502,4.5,-1
4192,424,4.5,-1
1349,329,5.0,-1
5439,2024,3.5,-1
2970,121,4.5,-1
3031,280,3.5,-1
729,187,3.0,-1
4327,1892,3.0,-1
3573,107,5.0,-1
4877,1597,3.5,-1
3927,602,3.5,-1
421,5503,4.0,-1
4872,1422,4.0,-1
3678,2502,3.0,-1
1914,187,4.0,-1
3192,954,3.0,-1
4206,1892,5.0,-1
69,414,2.5,-1
5017,197,3.5,-1
500,114,3.0,-1
5221,238,4.0,-1
4588,13,5.0,-1
2890,274,5.0,-1
4856,278,4.0,-1
1797,854,5.0,-1
2115,954,2.5,-1
2034,1572,5.0,-1
42,238,5.0,-1
1433,2164,2.5,-1
4816,641,3.0,-1
767,36657,3.0,-1
2670,1900,1.5,-1
510,120,4.5,-1
5473,414,3.5,-1
521,122,2.0,-1
5045,597,3.0,-1
832,568,4.5,-1
2020,2502,4.0,-1
4808,629,4.0,-1
3007,274,5.0,-1
852,146,4.5,-1
2083,2502,4.0,-1
1700,854,2.5,-1
2962,1891,5.0,-1
948,9741,3.0,-1
3184,640,5.0,-1
882,607,1.5,-1
1618,197,4.0,-1
134,854,2.0,-1
1594,745,3.5,-1
3767,22,4.0,-1
2111,194,5.0,-1
917,180,3.5,-1
4549,63,3.5,-1
1263,854,2.5,-1
373,24,1.0,-1
248,120,4.0,-1
3063,857,4.5,-1
3708,857,5.0,-1
1559,1892,4.5,-1
3030,146,2.5,-1
4477,8587,4.0,-1
1440,9806,3.5,-1
1644,672,3.0,-1
2790,1891,4.0,-1
3286,558,3.0,-1
2108,1637,2.5,-1
1455,3049,3.0,-1
3740,180,4.0,-1
3733,11,5.0,-1
4895,2501,1.0,-1
924,36657,0.5,-1
4194,8467,1.5,-1
3604,2164,5.0,-1
3734,280,3.0,-1
889,238,4.0,-1
46,558,3.5,-1
3832,550,4.5,-1
5329,1422,5.0,-1
3099,105,1.5,-1
1956,329,5.0,-1
4228,14,4.5,-1
2301,238,5.0,-1
3866,98,3.5,-1
1180,8587,4.0,-1
1472,38,4.0,-1
