3473,812,3.0,-1
2387,808,0.5,-1
3768,604,4.0,-1
4689,155,5.0,-1
3339,671,4.0,-1
1455,558,3.0,-1
1336,141,2.0,-1
507,8587,2.0,-1
1148,862,4.5,-1
58,597,2.0,-1
4319,8467,3.0,-1
4217,24,5.0,-1
5236,453,2.0,-1
2683,786,3.0,-1
1483,105,2.0,-1
4836,9806,3.0,-1
736,107,5.0,-1
5027,105,4.5,-1
2134,672,3.5,-1
4671,238,4.0,-1
3721,36658,5.0,-1
4942,812,5.0,-1
1167,1572,1.5,-1
1239,602,2.0,-1
1306,1900,3.5,-1
4258,22,4.0,-1
4132,275,4.0,-1
4895,197,5.0,-1
233,36657,5.0,-1
2764,558,5.0,-1
1633,146,3.0,-1
4891,550,3.0,-1
45,5503,3.0,-1
2889,604,3.0,-1
949,8587,4.0,-1
3931,36658,2.5,-1
5195,8358,4.5,-1
4956,7443,3.0,-1
172,603,3.5,-1
1155,788,2.0,-1
2964,11,3.0,-1
1169,1637,2.5,-1
5385,120,3.0,-1
3716,105,5.0,-1
5068,602,4.0,-1
971,857,4.0,-1
2347,812,3.5,-1
5049,857,2.0,-1
3580,955,1.5,-1
4622,105,5.0,-1
4479,85,3.5,-1
3553,1572,4.0,-1
4774,98,4.0,-1
3250,9806,4.5,-1
1218,155,5.0,-1
3726,640,4.0,-1
5046,77,4.0,-1
4988,602,4.0,-1
1973,238,4.0,-1
773,745,2.0,-1
1366,155,5.0,-1
203,664,5.0,-1
5428,3049,0.5,-1
568,604,4.0,-1
322,24,0.5,-1
2565,8587,4.0,-1
3397,36657,3.5,-1
2970,1894,4.0,-1
618,38,4.0,-1
4855,954,3.0,-1
696,607,3.5,-1
1420,680,3.5,-1
3564,114,4.0,-1
4027,107,4.0,-1
4127,424,4.0,-1
3446,153,5.0,-1
4465,1891,5.0,-1
2494,2502,4.5,-1
4193,462,2.5,-1
29,13,3.5,-1
845,77,1.5,-1
5453,3049,3.0,-1
1191,393,3.5,-1
514,11,2.0,-1
3385,77,5.0,-1
2150,558,4.0,-1
84,1637,3.0,-1
1695,664,3.0,-1
3542,10020,4.5,-1
633,13,3.5,-1
5323,1572,5.0,-1
3880,424,3.5,-1
2934,1892,5.0,-1
3660,36657,4.0,-1
898,601,5.0,-1
1537,122,5.0,-1
2200,122,5.0,-1
893,194,3.5,-1
5122,63,3.0,-1
1991,8587,5.0,-1
2448,36658,2.5,-1
3250,161,1.5,-1
4893,954,4.0,-1
2228,98,4.5,-1
1318,105,4.0,-1
4965,36658,3.0,-1
5442,8467,2.5,-1
4099,36658,4.5,-1
1063,12,4.0,-1
4445,955,4.0,-1
2673,597,3.0,-1
2948,329,4.0,-1
1020,5503,3.0,-1
1304,9741,1.5,-1
5286,671,1.0,-1
3208,8358,4.0,-1
2200,788,4.5,-1
751,1637,3.5,-1
1041,1892,5.0,-1
818,862,4.5,-1
1785,85,3.5,-1
3370,557,2.5,-1
