4264,812,3.0,-1
3500,752,4.5,-1
3980,607,5.0,-1
149,601,0.5,-1
3224,607,2.0,-1
4035,36657,3.0,-1
805,1422,3.5,-1
4387,11,5.0,-1
3285,1422,4.5,-1
491,120,3.5,-1
520,275,4.5,-1
2667,1892,3.5,-1
5430,664,0.5,-1
4006,98,4.0,-1
5551,857,3.0,-1
1217,14,5.0,-1
2364,809,3.5,-1
666,585,4.0,-1
882,604,2.0,-1
3270,2024,2.5,-1
5076,1597,3.5,-1
3791,672,4.5,-1
2750,122,5.0,-1
2447,197,4.0,-1
317,280,4.0,-1
2496,36658,3.0,-1
2666,462,2.5,-1
785,24,3.0,-1
2036,601,4.5,-1
2760,85,5.0,-1
4725,557,3.5,-1
524,8358,4.5,-1
4193,453,5.0,-1
2816,4327,2.5,-1
4596,752,4.0,-1
4650,98,5.0,-1
356,9802,4.0,-1
1155,9806,4.0,-1
2599,745,4.0,-1
265,680,4.5,-1
4463,155,5.0,-1
262,862,4.5,-1
477,2164,3.5,-1
2494,9806,4.0,-1
748,557,3.0,-1
1537,105,3.5,-1
4577,9741,3.0,-1
4819,2501,3.5,-1
283,36955,2.0,-1
3387,2501,4.5,-1
234,98,3.5,-1
4061,3049,2.5,-1
1110,550,4.5,-1
2449,557,2.0,-1
2477,568,3.0,-1
2600,122,3.5,-1
1801,597,3.5,-1
551,9331,1.5,-1
2303,604,5.0,-1
4141,808,3.0,-1
2188,8587,5.0,-1
2662,550,4.5,-1
4332,1572,2.0,-1
5236,13,4.0,-1
5270,7443,2.5,-1
5509,558,4.0,-1
818,601,4.0,-1
4933,752,2.5,-1
2704,672,3.0,-1
4345,602,2.5,-1
4660,1637,2.0,-1
5053,1891,4.0,-1
1449,604,3.0,-1
2325,680,5.0,-1
1756,114,3.5,-1
3867,268,2.5,-1
3817,607,4.0,-1
2576,2501,3.0,-1
2781,155,4.0,-1
4537,558,3.0,-1
643,278,5.0,-1
400,280,2.5,-1
711,36658,3.0,-1
4879,1894,1.0,-1
1989,1892,2.5,-1
2258,597,4.0,-1
4756,121,3.5,-1
3997,120,5.0,-1
3235,329,3.5,-1
3608,98,4.0,-1
207,268,3.0,-1
4931,1892,3.0,-1
5041,3049,2.0,-1
4134,1637,4.0,-1
4363,601,3.5,-1
5028,664,2.5,-1
5161,809,4.5,-1
1990,13,4.0,-1
487,146,3.5,-1
2343,581,4.0,-1
3460,557,4.0,-1
2258,105,3.5,-1
4323,954,3.5,-1
5286,1892,1.5,-1
4362,671,3.0,-1
4748,1894,2.0,-1
318,602,3.5,-1
1967,602,4.0,-1
4610,13,1.0,-1
635,414,2.5,-1
3545,280,3.5,-1
1919,597,4.5,-1
4329,107,4.0,-1
239,14,3.5,-1
4657,812,3.5,-1
757,2024,4.0,-1
2411,603,1.0,-1
871,9806,4.0,-1
1787,602,3.0,-1
2032,22,4.0,-1
1523,671,1.5,-1
3518,745,4.0,-1
340,38,2.5,-1
4722,9741,5.0,-1
1268,36657,3.5,-1
262,1894,4.5,-1
2435,558,4.0,-1
3554,8467,3.0,-1
3417,2501,3.5,-1
4344,557,3.0,-1
5119,329,4.0,-1
5500,122,5.0,-1
531,854,0.5,-1
1060,1891,4.5,-1
3263,38,4.5,-1
272,105,3.5,-1
2653,1892,1.0,-1
1164,955,1.5,-1
4661,752,4.5,-1
2244,1597,3.5,-1
4327,329,5.0,-1
5337,752,5.0,-1
3983,671,1.0,-1
2242,2024,4.0,-1
5200,275,4.0,-1
1959,602,3.0,-1
4234,550,4.0,-1
71,558,4.0,-1
2967,121,4.0,-1
2792,671,3.0,-1
738,680,3.0,-1
2100,597,2.0,-1
1735,120,5.0,-1
2493,453,4.5,-1
422,607,3.5,-1
4850,854,3.0,-1
3802,8358,5.0,-1
4272,1894,5.0,-1
4412,857,5.0,-1
577,9806,3.5,-1
561,424,3.0,-1
2102,808,5.0,-1
1830,238,3.5,-1
2183,862,2.5,-1
1225,414,0.5,-1
3764,9806,5.0,-1
5208,788,3.0,-1
1894,274,4.5,-1
5193,414,3.0,-1
2787,24,3.0,-1
1331,672,4.5,-1
2793,141,1.0,-1
1943,604,5.0,-1
374,155,4.5,-1
1008,120,3.0,-1
5387,134,2.5,-1
3959,11,4.0,-1
4581,603,4.0,-1
4122,808,2.5,-1
735,629,4.0,-1
412,268,3.0,-1
4937,187,4.0,-1
790,585,4.0,-1
1905,2024,3.0,-1
4751,607,3.0,-1
2487,581,4.0,-1
4580,122,5.0,-1
3171,807,2.5,-1
2176,9741,3.0,-1
3892,9806,2.5,-1
5150,603,5.0,-1
5235,180,3.5,-1
552,955,2.5,-1
4258,22,4.0,-1
4318,85,3.5,-1
992,1597,3.0,-1
2294,38,4.0,-1
971,597,3.0,-1
4828,155,5.0,-1
3914,161,2.0,-1
1120,607,3.5,-1
2023,2024,3.5,-1
1164,1892,5.0,-1
5506,1637,4.0,-1
10,122,3.5,-1
1313,1892,5.0,-1
2150,603,4.5,-1
3574,641,3.0,-1
4626,680,5.0,-1
3300,812,3.0,-1
4045,1422,5.0,-1
5462,107,3.0,-1
1667,155,4.5,-1
1740,2164,3.0,-1
1497,22,1.0,-1
938,180,2.0,-1
917,2501,4.5,-1
1550,13,4.0,-1
425,122,5.0,-1
2184,153,3.0,-1
2214,278,5.0,-1
5339,954,5.0,-1
5249,274,5.0,-1
1938,414,5.0,-1
4968,1422,3.0,-1
1673,607,5.0,-1
3113,121,3.5,-1
3269,36657,3.5,-1
4500,105,3.5,-1
4294,36657,4.0,-1
457,671,4.5,-1
5160,808,3.5,-1
1286,597,5.0,-1
1607,9331,1.5,-1
2607,12,4.0,-1
3414,752,4.5,-1
543,601,4.0,-1
